Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;5131NK;1;434.300;;;;;;;;;
2024;5133AA;1;270.000;;;;;;;;;
2024;5133AB;1;863.300;;;;;;;;;
2024;5133NA;1;380.100;Manege Groepsaccomodatie Het Hoefke;Het Hoefke 3;Riel;17242358;;;;;
2024;51371;1;249.100;;;;;;;;;
2024;51373;1;271.400;;;;;;;;;
2024;51375;1;122.400;;;;;;;;;
2024;51377;1;240.500;;;;;;;;;
2024;51429;1;403.800;;;;;;;;;
2024;51467;1;46.000;;;;;;;;;
2024;51469;1;241.400;;;;;;;;;
2024;51491;1;1.602.100;;;;;;;;;
2024;5151RG;1;97.900;Pensionstal Giersbergen;Giersbergen 5;Drunen;17172518;;;;;
2024;5151RH;1;955.000;R Vissers Drunen;Margrietweg 1;Drunen;17270867;;;;;
2024;5158NA;1;101.400;;;;;;;;;
2024;5161AN;1;107.800;;;;;;;;;
2024;5161GL;1;674.000;;;;;;;;;
2024;5161PM;1;274.700;;;;;;;;;
2024;5165RA;1;100.000;;;;;;;;;
2024;5165RE;1;169.700;;;;;;;;;
2024;5171GK;1;59.000;;;;;;;;;
2024;5171NC;2;191.820;In T Groen;Baan 4;Kaatsheuvel;17269090;;;;;
2024;5171PJ;1;165.000;Pas Sportpaarden Bv;Bernsehoef 4;Kaatsheuvel;18059762;;;;;
2024;5171RB;2;592.000;De Smulhoeve Holding Bv;van Haestrechtstraat 15 B;Kaatsheuvel;17227189;;;;;
2024;5171RC;2;816.580;;;;;;;;;
2024;5171RL;1;69.080;;;;;;;;;
2024;5171TJ;1;121.500;;;;;;;;;
2024;5175NV;1;51.500;;;;;;;;;
2024;5175NW;1;149.600;;;;;;;;;
2024;5175NX;1;493.700;;;;;;;;;
2024;5175PB;1;567.000;;;;;;;;;
2024;5176NM;1;169.900;Invictus Bv;Heibloemstraat 10;De Moer;62219774;;;;;
2024;5211NJ;1;29.300;;;;;;;;;
2024;52355;1;10.000;;;;;;;;;
2024;52379;1;8.600;;;;;;;;;
2024;5237NB;1;21.700;;;;;;;;;
2024;52428;1;25.600;;;;;;;;;
2024;5243RK;1;198.200;;;;;;;;;
2024;52445;1;30.700;;;;;;;;;
2024;5247NP;1;732.400;;;;;;;;;
2024;5248NL;1;705.600;;;;;;;;;
2024;52499;1;656.600;;;;;;;;;
2024;52511;1;2.020.300;;;;;;;;;
2024;5251KL;1;223.900;;;;;;;;;
2024;52525;1;122.100;;;;;;;;;
2024;52538;1;140.200;;;;;;;;;
2024;5253AL;1;119.000;Paardenhouderij Broeren Elshout Bv;Nieuwkuijksestraat 152;Nieuwkuijk;18028573;;;;;
2024;5253AR;1;29.200;;;;;;;;;
2024;5254JN;1;39.000;;;;;;;;;
2024;5254JS;1;567.200;;;;;;;;;
2024;5255PA;1;85.000;Robin Hoods Stables;Bernsestraat 15;Herpt;18048124;;;;;
2024;5257NH;1;773.100;Stal Poppelaars Vof;De Omloop 5;Hedikhuizen;51054035;06 52466447;;;;
2024;5258TM;1;243.600;;;;;;;;;
2024;5258TN;1;589.200;;;;;;;;;
2024;5258TW;1;55.000;Van Rooij Kluijtmans Vof;Zandstraat 37;Berlicum;17150409;;;;;
2024;5262GJ;1;778.600;;;;;;;;;
2024;5263LT;1;596.000;C C Maas Bv;Helvoirtseweg 211;Vught;16086685;;;;;
2024;5263NM;1;131.700;;;;;;;;;
2024;5266AD;1;270.400;;;;;;;;;
2024;5266AJ;1;355.200;;;;;;;;;
2024;5266AL;1;387.400;;;;;;;;;
2024;5266AS;1;225.000;;;;;;;;;
2024;5268CG;1;268.500;;;;;;;;;
2024;5268JW;1;116.700;;;;;;;;;
2024;5268KW;1;7.000;;;;;;;;;
2024;5268LE;1;856.890;;;;;;;;;
2024;5268LG;1;408.040;;;;;;;;;
2024;5268LK;1;489.000;;;;;;;;;
2024;5271VC;1;880.300;Stal Felicia;Lookertstraat 8;Sint-Michielsgestel;16039972;06 55130055;;;;
2024;5271VE;1;222.600;Bentevree;Ruimel 7;Sint-Michielsgestel;53822463;;;;;
2024;5271VN;1;18.000;Equistaete Bv;Theereheide 6;Sint-Michielsgestel;74317849;;;;;
2024;5275HC;1;211.100;;;;;;;;;
2024;5275HV;1;40.000;;;;;;;;;
2024;5275JB;1;328.080;Stal Heijmans;Preutelsteeg 2;Den Dungen;71154582;;;;;
2024;5281PD;1;53.380;;;;;;;;;
2024;5281SC;1;25.400;Dester Van Nunen Fotografie;Koevoortseweg 20;Boxtel;70033978;;;;;
2024;5281TJ;1;312.300;Stoeterij Bloemendael Vof;Bosrand 3;Boxtel;77097238;;;;;
2024;5282HP;1;306.900;Schoenmakers;Uilenbroek 3;Boxtel;17245516;;;;;
2024;5282JE;1;251.100;Kim Vugts;Nergena 20;Boxtel;62444530;;;;;
2024;5291AL;1;25.980;Stal Van Esch;Kerkeind 15;Gemonde;17125387;;;;;
2024;5291NE;1;60.000;J Van Kessel;Boomstraat 10;Gemonde;17275494;;;;;
2024;5292NH;1;234.300;;;;;;;;;
2024;5294NG;1;256.800;Vepac Bv;Besselaar 10;Gemonde;16040035;;;;;
2024;5296KH;1;111.200;;;;;;;;;
2024;5298LP;1;254.300;Stal Van De Sande;Dazingstraat 1;Liempde;16081258;;;;;
2024;5298NE;1;435.500;;;;;;;;;
2024;5305TE;1;254.200;De Paardenfokkerij Suylighem Bv;Mertstraat 2 d;Zuilichem;62604546;;;;;
2024;5306HB;2;2.755.210;Dressuurstal Van Baalen Bv;Verdrietweg 2;Brakel;70556903;0418 674 042;;;;
2024;5307HR;1;18.480;;;;;;;;;
2024;5311AB;1;127.000;;;;;;;;;
2024;5311PC;1;347.000;Sb Horses Bv;Middelkampseweg 5;Gameren;30243565;;;;;
2024;5313AP;1;96.500;Veehouderij H Timmer;Kerkstraat 37;Nieuwaal;30280162;;;;;
2024;5314AS;1;303.100;;;;;;;;;
2024;5314LE;1;176.000;W Den Otter;Steenweg 4;Bruchem;75558424;;;;;
2024;5314LL;1;228.000;;;;;;;;;
2024;5314LN;1;16.478.431;;;;;;;;;
2024;5315AB;1;60.000;;;;;;;;;
2024;5321JE;1;865.800;;;;;;;;;
2024;53229;1;156.900;;;;;;;;;
2024;5324AZ;1;823.000;;;;;;;;;
2024;5325KB;1;96.000;Paardenbedrijf De Woeste Hoeve;Slijkwellsestraat 22;Well;11063821;;;;;
2024;5328JD;1;444.000;Leeuwenhaag;H.C. de Jonghweg 5;Rossum;60583991;;;;;
2024;53343;1;122.600;;;;;;;;;
2024;5334LL;1;526.000;;;;;;;;;
2024;5334NT;1;155.000;;;;;;;;;
2024;5335LB;2;984.100;Dutchsportponys;Veerweg 1 b;Alem;66265193;06 29414477;;;;
2024;5342NJ;1;327.500;;;;;;;;;
2024;5345HC;1;12.000;;;;;;;;;
2024;5345HR;1;145.900;Farmerhoeve Vof;Langendonkweg 10;Oss;68572492;;;;;
2024;5346JK;1;72.800;;;;;;;;;
2024;5346JN;1;1.024.200;Manege Van Erp Vof;Frankenbeemdweg 39;Oss;16056989;0412 636 602;;;;
2024;5346PH;1;230.600;;;;;;;;;
2024;5351PP;1;367.800;;;;;;;;;
2024;5356PB;1;243.400;;;;;;;;;
2024;5357NA;1;330.900;Horse Et Bv;Ganzenweg 20;Overlangel;72020733;;;;;
2024;5363TM;1;2.175.800;;;;;;;;;
2024;5364NB;1;176.200;;;;;;;;;
2024;5373KJ;1;96.000;;;;;;;;;
2024;5373KK;1;47.440;;;;;;;;;
2024;5373LE;1;120.000;;;;;;;;;
2024;5373LK;1;438.800;;;;;;;;;
2024;5374NK;1;234.000;;;;;;;;;
2024;5375AH;1;52.000;;;;;;;;;
2024;5375KC;1;32.000;;;;;;;;;
2024;5382JT;1;222.900;;;;;;;;;
2024;5384PN;1;492.400;;;;;;;;;
2024;5384RB;2;821.000;Stal De Fliere Fluiter;Wijststraat 16;Heesch;17245420;0412 451 350;;;;
2024;5384ST;1;41.000;;;;;;;;;
2024;5386KC;1;287.000;;;;;;;;;
2024;5386KR;1;185.500;;;;;;;;;
2024;53881;1;389.200;;;;;;;;;
2024;5388RD;1;135.700;;;;;;;;;
2024;5388XB;1;430.400;;;;;;;;;
2024;53909;1;8.700;;;;;;;;;
2024;53913;1;25.200;;;;;;;;;
2024;53919;1;12.200;;;;;;;;;
2024;5391KC;1;586.700;;;;;;;;;
2024;5394AC;1;271.800;;;;;;;;;
2024;5394LP;1;314.600;Burgthoeve Zorgboerderij Bv;Lutterweg 13;Oijen;76862291;;;;;
2024;5396NL;1;115.000;Koppelaars;Weisestraat 29;Lithoijen;17190523;;;;;
2024;5396PB;1;451.900;;;;;;;;;
2024;5397LA;2;419.700;Van De Weerdt Ackermans Vof;Hertog Janstraat 57;Lith;51237709;;;;;
2024;5398CB;1;90.000;;;;;;;;;
2024;5398CG;1;372.300;;;;;;;;;
2024;5398HR;1;455.000;Nelissen Vof;Pastoor Roesweg 30;Maren-Kessel;16086684;;;;;
2024;5398JD;1;219.400;Hengstenhouderij G Toonen;Marenseweg 1;Maren-Kessel;61423238;;;;;
2024;5401GN;1;208.300;;;;;;;;;
2024;5402EK;1;12.100;;;;;;;;;
2024;5406NA;1;75.000;Maatschap Van Boekel Langenhuijzen;Eikenheuvelweg 15;Uden;17246233;;;;;
2024;5406TD;1;447.500;;;;;;;;;
2024;5406TH;1;426.300;;;;;;;;;
2024;5406TS;1;438.600;Ajj Sommers;Canadasweg 9 A;Uden;17263980;;;;;
2024;5406XH;1;278.100;Paardensportcentrum Olympic;Vluchtoordweg 3;Uden;16054567;;;;;
2024;5406XJ;2;372.000;Stal Timmers 2;Patersweg 15;Uden;77957083;;;;;
2024;5408PA;1;406.100;Stal Van Boxtel;Maatseheistraat 4;Volkel;17135317;;;;;
2024;5408SM;1;314.400;;;;;;;;;
2024;5409AE;1;146.500;;;;;;;;;
2024;5409SK;1;37.820;;;;;;;;;
2024;5409SX;1;146.480;;;;;;;;;
2024;5409TC;1;47.000;Manders Selten Vof;Ontginningsweg 7;Odiliapeel;51073323;;;;;
2024;5411EL;1;22.000;;;;;;;;;
2024;5411RE;1;198.940;Orchids Paardenmelkerij;Graafsebaan 3;Zeeland;16074369;;;;;
2024;5411RM;1;278.300;;;;;;;;;
2024;5411RN;1;674.900;;;;;;;;;
2024;5411VD;1;23.400;;;;;;;;;
2024;5421ZJ;1;24.700;;;;;;;;;
2024;5423VV;1;316.900;Stal Krol Vof;Haveltweg 66;Handel;53114329;;;;;
2024;5424SH;1;679.100;Stal Keizersberg Bv;Keizersberg 24;Elsendorp;60128631;;;;;
2024;5425RD;2;1.018.800;Springstal Van De Wetering;Breemhorstsedijk 65;De Mortel;17168352;06 53842131;;;;
2024;5425RL;1;443.700;;;;;;;;;
2024;5425VC;1;657.900;;;;;;;;;
2024;5427EG;1;205.800;Ak Quarter Horses Bv;Peelstraat 24;Boekel;67991149;;;;;
2024;5427HD;1;458.700;Stal Meulemeesters;De Bunders 4 b;Boekel;17273940;;;;;
2024;5427LP;1;44.300;Verhagen Horse Service Vof;Rietven 4;Boekel;57719721;;;;;
2024;5427RC;1;413.500;;;;;;;;;
2024;5427RL;1;147.100;;;;;;;;;
2024;5428NR;2;533.490;Vof De Noordkant;Noordstraat 15;Venhorst;51107023;;;;;
2024;5435XA;1;257.900;Dressuurstal Odiliahoeve;Odiliadijk 4;Sint Agatha;17244586;;;;;
2024;5437AA;1;94.200;;;;;;;;;
2024;5437PG;1;153.000;Agm Huberts;Vianenstraat 6;Beers NB;16064194;;;;;
2024;5438NA;1;89.100;;;;;;;;;
2024;5438NE;1;10.000;;;;;;;;;
2024;5439NH;1;12.000;Mw Haverkamp;Eindsestraat 10;Linden;16048208;;;;;
2024;5441PJ;1;87.350;;;;;;;;;
2024;5441XA;1;65.700;;;;;;;;;
2024;5441XG;1;28.000;;;;;;;;;
2024;5443NJ;1;24.400;;;;;;;;;
2024;5443NL;1;60.540;;;;;;;;;
2024;5445PA;1;145.700;;;;;;;;;
2024;5447PC;1;188.200;;;;;;;;;
2024;5447PK;1;641.200;Fvk Horses Goatservice;Sprongseweg 7;Rijkevoort;53792734;;;;;
2024;5449AD;1;199.950;Stal De Walschot;Walsert 5 A;Rijkevoort-De Walsert;66258944;;;;;
2024;5453RJ;1;192.100;;;;;;;;;
2024;5453RL;1;35.000;;;;;;;;;
2024;5453RS;1;239.300;;;;;;;;;
2024;5454NL;1;145.890;;;;;;;;;
2024;5455RB;1;26.140;Vetipen Bv;Driesweg 10;Wilbertoord;16080821;;;;;
2024;5463PB;2;644.600;;;;;;;;;
2024;5464TH;1;327.000;;;;;;;;;
2024;5464VC;1;603.000;Paardenfokkerij De Korte;Voorhei 10;Veghel;63759357;;;;;
2024;5465PM;1;259.100;;;;;;;;;
2024;5465RB;1;110.000;;;;;;;;;
2024;5466PN;1;49.180;;;;;;;;;
2024;5466PS;1;154.100;;;;;;;;;
2024;5469PL;1;36.900;;;;;;;;;
2024;5469PR;1;63.000;;;;;;;;;
2024;5469SC;1;364.000;;;;;;;;;
2024;5472PS;1;80.960;Roefs Vof;Achterdonksestraat 5;Loosbroek;17129594;;;;;
2024;5472PT;1;214.900;Stal Aaldering;Busselsesteeg 2;Loosbroek;17166157;;;;;
2024;5473KG;2;1.009.620;Paardenhouderij Tizzum;Lange Kruisdelstraat 5 c;Heeswijk-Dinther;69929602;06 20515697;;;;
2024;5473RG;1;190.500;;;;;;;;;
2024;5473VG;2;654.900;;;;;;;;;
2024;5473XL;1;585.000;;;;;;;;;
2024;5476VB;1;350.600;;;;;;;;;
2024;5476VJ;1;39.400;Mts Vd Heijden V Santvoort;Nistelrodesedijk 14;Vorstenbosch;51457113;;;;;
2024;5476VM;1;393.600;;;;;;;;;
2024;5476VX;1;163.160;;;;;;;;;
2024;5481VE;1;343.000;;;;;;;;;
2024;5481XN;1;949.100;Stal Witte Bv;Olieeindsestraat 8;Schijndel;16043191;073 547 5928;;;;
2024;5482VX;1;479.000;Stal Vermulst;Het Hooghekke 7;Schijndel;56298900;;;;;
2024;5482VZ;1;13.000;;;;;;;;;
2024;5482WX;1;215.500;Paardenhouderij De Meulendijk;Molendijk-Noord 91 A;Schijndel;78744156;;;;;
2024;5482ZR;1;722.400;;;;;;;;;
2024;5482ZT;1;258.500;Cam Van Den Oetelaar Bv;Dungensesteeg 9 A;Schijndel;63627396;;;;;
2024;5482ZX;1;237.800;Paardenhouderij Dn Bles;Houterdsedijk 27;Schijndel;17128180;;;;;
2024;5482ZZ;1;240.900;Vof Verbakel;Houterdsedijk 12;Schijndel;17132361;;;;;
2024;5491PG;2;448.700;Stal Quinto;Vresselse-Akkers 3 a;Sint-Oedenrode;17188523;;;;;
2024;5491PH;1;47.700;;;;;;;;;
2024;5491PJ;1;158.900;;;;;;;;;
2024;5491RB;1;31.310;;;;;;;;;
2024;5491RG;1;155.200;;;;;;;;;
2024;5491RJ;1;229.000;Nadja Lommers Dressage Horses;Spierkesweg 13 a;Sint-Oedenrode;64219046;;;;;
2024;5491RM;1;99.000;;;;;;;;;
2024;5491RV;1;188.800;;;;;;;;;
2024;5491TD;1;85.880;;;;;;;;;
2024;5491TE;1;421.500;;;;;;;;;
2024;5491TL;1;294.300;Hengstenhouderij Den Hoorn;Sterrebos 7;Sint-Oedenrode;17265886;;;;;
2024;5491VD;1;502.640;;;;;;;;;
2024;5491VG;1;182.300;Romiks Hof;Hoogeind 9;Sint-Oedenrode;17158867;;;;;
2024;5491XX;1;40.800;;;;;;;;;
2024;5492NC;1;8.500;;;;;;;;;
2024;5492VT;2;710.500;Mj Aarts;Hoogstraat 15;Sint-Oedenrode;65410505;;;;;
2024;5504NJ;1;176.200;;;;;;;;;
2024;5504PT;1;36.460;Paardenstoeterij Van Bommel;Volmolenweg 17;Veldhoven;62056417;;;;;
2024;5504PZ;1;405.000;;;;;;;;;
2024;5504RL;1;903.600;;;;;;;;;
2024;5507PW;1;154.100;;;;;;;;;
2024;5511KS;1;351.460;Stal Van Dillen;Hoekdries 3;Knegsel;61276162;;;;;
2024;5513NR;1;276.100;;;;;;;;;
2024;5521ND;1;684.100;;;;;;;;;
2024;5521NP;1;955.100;;;;;;;;;
2024;5521PM;1;32.200;;;;;;;;;
2024;5524KE;1;1.194.200;Stal Smits;Tasbroekwegje 4;Steensel;17270318;0497 512 684;;;;
2024;5525AS;1;20.700;;;;;;;;;
2024;5525KE;1;73.500;;;;;;;;;
2024;5527JT;1;516.400;;;;;;;;;
2024;5528NB;2;919.900;Stoeterij Duyselshof Bv;Landrop 6;Hoogeloon;22028794;0497 369 715;;;;
2024;5528NC;1;843.100;;;;;;;;;
2024;5528NN;2;824.200;Stal Burg Bv;Hoogcasteren 3;Hoogeloon;17071100;0497 682 057;;;;
2024;5528NT;1;454.000;;;;;;;;;
2024;5531NM;1;994.300;;;;;;;;;
2024;5531PJ;1;247.960;Spliethof Vof;Het Bosch 4;Bladel;75574241;;;;;
2024;5541NC;2;103.900;;;;;;;;;
2024;5556VA;1;164.300;;;;;;;;;
2024;5556VB;1;30.160;Stal Bax Bv;Maastrichterweg 203;Valkenswaard;17115594;;;;;
2024;5556VC;1;8.570;;;;;;;;;
2024;5556VG;1;7.760;Oaks Sporthorses Bv;Peedijk 24;Valkenswaard;67398510;;;;;
2024;5556VJ;1;524.200;Exell Equestrian Bv;Klein Schaft 5 A;Valkenswaard;61994871;;;;;
2024;5561AR;1;127.500;;;;;;;;;
2024;5561TA;1;95.300;Team Collins Strijk Vof;Keersop 1;Riethoven;64372197;;;;;
2024;5571TH;1;308.400;;;;;;;;;
2024;5571TM;1;273.800;;;;;;;;;
2024;5571TR;1;119.000;;;;;;;;;
2024;5575CB;1;15.000;;;;;;;;;
2024;5575XB;1;635.100;;;;;;;;;
2024;5581VX;1;759.500;;;;;;;;;
2024;5583TB;1;87.100;Paardenhotel Ekenrode;Achtereindsestraat 1 d;Waalre;17087922;;;;;
2024;5591BN;1;878.400;Hans Dings Bv;Strabrecht 1;Heeze;17206654;040 226 4857;;;;
2024;5591TA;3;507.000;Van Oeffelen Vof;Heezerenbosch 24;Heeze;77241126;;;;;
2024;5591TK;1;130.100;;;;;;;;;
2024;5591TZ;1;1.183.200;;;;;;;;;
2024;5591VD;1;446.400;Paardenrusthuis P Van Der Kruis;Huisvenseweg 2;Heeze;65881354;;;;;
2024;5595GD;1;1.377.840;;;;;;;;;
2024;5595GK;1;426.700;;;;;;;;;
2024;5595XB;1;1.253.400;;;;;;;;;
2024;5613BH;1;109.000;;;;;;;;;
2024;5613ES;1;955.900;Jr Stables;Lakerstraat 32;Eindhoven;55069665;;;;;
2024;5615AT;1;87.300;;;;;;;;;
2024;5625GK;1;254.300;;;;;;;;;
2024;56332;1;26.700;;;;;;;;;
2024;5644BR;1;581.000;;;;;;;;;
2024;5644RT;1;1.030.700;;;;;;;;;
2024;5647LB;1;128.500;Stal De Groof;Riel 8 A;Eindhoven;69236992;;;;;
2024;5664EN;1;141.000;;;;;;;;;
2024;5673NA;2;741.400;;;;;;;;;
2024;5673TZ;1;32.000;;;;;;;;;
2024;5674BA;1;321.200;;;;;;;;;
2024;5674ND;1;92.100;;;;;;;;;
2024;5674NJ;1;26.720;;;;;;;;;
2024;5674NM;1;35.600;;;;;;;;;
2024;5674NX;1;136.600;;;;;;;;;
2024;5674PG;1;294.000;Paardenfokkerij Gebroeders Van Rooij;Heerendonk 6;Nuenen;52301966;;;;;
2024;5674RN;1;553.200;Pensionstal Roijakkers;Alvershool 7;Nuenen;59014806;;;;;
2024;5674SL;1;161.500;;;;;;;;;
2024;5684NT;1;69.100;B Spanjers;Kapelweg 40;Best;17252081;;;;;
2024;5684NX;1;475.200;;;;;;;;;
2024;5688GV;1;179.200;Cwm Van Nunen;Oerlesedijk 2;Oirschot;17074456;;;;;
2024;5688HJ;1;190.500;;;;;;;;;
2024;5688JM;1;95.900;;;;;;;;;
2024;5688LK;1;75.800;;;;;;;;;
2024;5688NC;1;418.600;Rooth Vof;Schansstraat 16 B;Oirschot;73775711;;;;;
2024;5691PD;2;1.312.300;Sonniushof Sport Bv;Sonniuswijk 35;Son en Breugel;50208012;0499 472 133;;;;
2024;5694NP;1;369.600;Mjj Van Den Oever Cv;Olen 5;Son en Breugel;62968114;;;;;
2024;5705BP;1;332.600;;;;;;;;;
2024;5707LH;1;96.900;Maatschap Paardenhouderij De Grote Overbrug;de Grote Overbrug 4;Helmond;63046350;;;;;
2024;5708BC;1;188.600;Uniek Sporthorses;Kruisschotseweg 8;Helmond;53040252;;;;;
2024;5708CW;1;381.200;Spring En Dressuurstal Hoffmann Bv;Lieshoutseweg 67;Helmond;17200375;;;;;
2024;5708JH;1;629.800;Stiphoutse Hoeve;Stiphoutse Dreef 4;Helmond;62333569;;;;;
2024;5709AG;1;348.300;Gerrits Recycling Group Bv;Helmondsingel 223;Helmond;17190950;;;;;
2024;5711PV;1;258.600;Hoysen Court Stables Bv;Hoijserstraat 12;Someren;17094166;;;;;
2024;5711RG;1;78.100;;;;;;;;;
2024;5712GX;1;777.500;;;;;;;;;
2024;5712JX;1;320.200;Martien Raijmakers;Nederweertseweg 15;Someren;17116855;;;;;
2024;5712PD;1;103.000;;;;;;;;;
2024;5712PM;1;37.000;;;;;;;;;
2024;5712RC;1;372.200;De 4Hoeven;Molenbrugweg 15 a;Someren;61715344;;;;;
2024;5712SE;1;303.400;;;;;;;;;
2024;5715RG;1;205.500;Anna Hoeve Horses Bv;Kromvenweg 18;Lierop;64966607;;;;;
2024;5721AS;1;107.000;;;;;;;;;
2024;5721PB;1;480.300;;;;;;;;;
2024;5721PD;1;1.121.400;;;;;;;;;
2024;5721SR;1;198.500;Hpm Aarts;Kloostereind 2;Asten;17245750;;;;;
2024;5721WH;1;305.400;;;;;;;;;
2024;5721WK;1;600.100;Erika Lickhammer;Hindert 2;Asten;14109063;;;;;
2024;5721WL;1;521.400;Stal Heijligers;Laarbroek 5;Asten;17179220;;;;;
2024;5724AK;1;393.600;Ponnyfarm De Ombos;Deurneseweg 39;Ommel;17033276;;;;;
2024;5724PG;1;243.400;;;;;;;;;
2024;5725AS;1;353.000;Stal Van Den Hurk;Antoniusstraat 42;Heusden;68471688;;;;;
2024;5725RG;3;1.049.440;Elzenburg Oss Bv;Meijelseweg 73;Heusden;17131559;;;;;
2024;5725RH;1;405.000;Aan Dn Overkant;Meijelseweg 74;Heusden;61372218;;;;;
2024;5725RK;1;145.100;Stoeterij De Peelsprong Bv;Goudplevierweg 6;Heusden;17072781;;;;;
2024;5725RL;1;257.700;Koo Arabians;Achtermijterbaan 5;Heusden;61326925;;;;;
2024;5731HD;1;62.000;Laiz Sport Horses Bv;Sint Sebastiaanweg 14;Mierlo;77794001;;;;;
2024;5731PD;1;311.400;;;;;;;;;
2024;5731PG;2;411.800;;;;;;;;;
2024;5731PT;2;920.800;Demro Stables Bv;Heezerweg 7;Mierlo;12056954;;;;;
2024;5735PA;1;624.120;Pjm Verbakel;Kasteelweg 3;Aarle-Rixtel;17060185;;;;;
2024;5735RD;1;28.440;Hengstenhouderij Van Bommel;Lieshoutseweg 70;Aarle-Rixtel;59095121;;;;;
2024;5737PA;1;87.800;Stoeterij Swinkels;'t Hof 2;Lieshout;77928482;;;;;
2024;5737RB;1;34.500;;;;;;;;;
2024;5738PD;1;264.100;;;;;;;;;
2024;5738RG;1;64.700;J Corsten Paardenhouderij Bv;Paalberg 3;Mariahout;17076603;;;;;
2024;5741SL;1;568.000;Hestegaarden;Peeleindseweg 6;Beek en Donk;77913558;;;;;
2024;5741TD;1;293.100;Stal Van Boxmeer;Broekweg 2;Beek en Donk;17248115;;;;;
2024;5752PC;2;161.600;;;;;;;;;
2024;5752PD;1;474.300;Vof De Kawei;Bakelseweg 53;Deurne;17142711;;;;;
2024;5752PX;1;436.300;Stal Knijnenburg Bv;Goorsebergweg 8;Deurne;66709830;;;;;
2024;5752RZ;1;208.900;Stal Bankers;Molenhof 1 a;Deurne;67347800;;;;;
2024;5752SC;1;722.700;;;;;;;;;
2024;5753SV;1;251.120;;;;;;;;;
2024;5756PB;1;518.900;;;;;;;;;
2024;5757PB;1;545.500;;;;;;;;;
2024;5757RA;1;174.000;;;;;;;;;
2024;5757RC;1;43.600;;;;;;;;;
2024;5757RM;1;69.000;;;;;;;;;
2024;5757RN;1;328.300;A Van Osch;Garst 8;Liessel;61590223;;;;;
2024;5757RP;1;108.900;Stal De Lagevoort;Kanaalstraat 16;Liessel;17190709;;;;;
2024;5761PG;1;333.400;;;;;;;;;
2024;5761PL;1;93.600;Stal Mandy Bankers;Ravensgat 5;Bakel;68096496;;;;;
2024;5761PS;1;247.600;;;;;;;;;
2024;5761RG;1;72.000;Stal De Westhoeve;Nuijeneind 16;Bakel;65187393;;;;;
2024;5761RH;1;30.100;;;;;;;;;
2024;5761RP;1;104.200;;;;;;;;;
2024;5763BR;1;265.500;;;;;;;;;
2024;5763BT;1;94.500;;;;;;;;;
2024;5764RL;1;68.100;Dressuurstal Stijn Bruisten;Jodenpeeldreef 8;De Rips;17259154;;;;;
2024;5768PK;1;569.500;;;;;;;;;
2024;5768PP;2;388.300;;;;;;;;;
2024;5768RP;1;102.800;Mts Berben Vissers;Vieruitersten 6;Meijel;14128558;;;;;
2024;5768RT;1;230.100;Stal Startebos;Molenbaan 18;Meijel;61784265;;;;;
2024;5801PJ;1;209.500;;;;;;;;;
2024;5804AT;1;142.000;Mhjm Stiphout;Overloonseweg 99;Venray;52402061;;;;;
2024;5804AV;1;131.120;;;;;;;;;
2024;5808AM;1;339.600;;;;;;;;;
2024;5809EK;1;230.500;;;;;;;;;
2024;5811AW;1;377.082;;;;;;;;;
2024;5812AG;1;68.500;Bourns Sporthorses Bv;Volen 1 B;Heide;77163974;;;;;
2024;5812AN;1;45.800;;;;;;;;;
2024;58135;1;280.100;;;;;;;;;
2024;5813AA;1;168.600;Hd Equestrian;Deurneseweg 101;Ysselsteyn;74964763;;;;;
2024;5813AB;1;573.800;;;;;;;;;
2024;5813AE;1;126.600;;;;;;;;;
2024;5813BD;1;337.000;;;;;;;;;
2024;5813BE;1;505.900;;;;;;;;;
2024;5813BH;1;148.600;Diana Kuijten;Rouwkuilenweg 35;Ysselsteyn;70503664;;;;;
2024;5814AL;1;61.600;;;;;;;;;
2024;5815CA;2;725.300;;;;;;;;;
2024;5821AR;1;236.300;;;;;;;;;
2024;5821EE;1;388.300;;;;;;;;;
2024;58239;1;93.900;;;;;;;;;
2024;5823AM;1;30.000;;;;;;;;;
2024;58285;1;2.281.600;;;;;;;;;
2024;58300;1;853.700;;;;;;;;;
2024;58313;1;813.000;;;;;;;;;
2024;5831JM;1;219.000;Maatschap Verberkt Bongarts;Veerstraat 53;Boxmeer;61279269;;;;;
2024;5835BB;1;47.500;;;;;;;;;
2024;5836CD;1;243.000;;;;;;;;;
2024;5841CC;1;76.750;;;;;;;;;
2024;5841CD;1;50.500;Maatschap Gaw En Mtj Derks;Gemertseweg 3;Oploo;17268717;;;;;
2024;5841CT;1;57.380;;;;;;;;;
2024;5841CZ;1;30.000;Fok En Trainingsstal De Brughoeve;Brugstraat 3;Oploo;17203657;;;;;
2024;5844AA;2;229.900;Stal Vero;Radioweg 13;Stevensbeek;51980266;;;;;
2024;5844AR;1;349.200;Dutch Vip Horses;Mullemsedijk 27;Stevensbeek;72866357;;;;;
2024;58454;1;1.732.300;;;;;;;;;
2024;5845EJ;2;1.027.700;;;;;;;;;
2024;5845ET;1;12.500;Lomar Horses Bv;Boxmeerseweg 20;Sint Anthonis;75022990;;;;;
2024;5853EM;1;130.200;Carbone Sport Horses Vof;Beltweg 2 a;Siebengewald;73733962;;;;;
